ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
797,293648,0,3,1,1,22148,15,0,0,6161,0
808,207655,500,5,1,1,78967,31,0,0,6144,0
832,218207,0,1,1,1,8500,4,0,0,6114,1
842,292533,0,5,1,1,64186,15,1000,2,6095,1
872,195563,0,3,1,1,16715,13,0,0,6042,0
879,206648,0,1,1,1,5132,16,2450,11,6030,1
891,301447,0,5,1,1,63866,18,500,1,6004,1
892,234308,0,3,1,1,21078,15,200,1,6007,0
907,218763,8753,1,1,1,11650,6,1150,3,5975,0
916,289351,0,5,1,1,147787,35,500,1,5789,1
925,210496,0,1,1,1,9022,24,4900,19,5953,1
928,212051,0,5,1,1,76256,23,2993,6,5523,0
929,266200,0,1,1,1,5000,1,0,0,5583,0
933,219387,0,5,1,1,105913,21,150,2,5951,1
943,290012,0,5,1,1,64360,18,650,2,5931,1
958,226826,0,5,1,1,91660,21,500,1,5906,0
974,281626,0,5,1,1,53521,16,0,0,5878,0
995,238641,0,5,1,1,61971,15,850,2,5849,1
1008,255797,0,5,1,1,62107,16,0,0,5832,1
1009,192046,0,4,1,1,54818,52,1200,3,5829,0
1060,217130,0,4,1,1,51202,20,0,0,5745,0
1067,190285,0,5,1,1,69262,16,348,1,5728,0
1068,235567,0,3,1,1,16106,15,0,0,5728,0
1069,305519,0,5,1,1,79216,27,650,3,5724,1
1090,196093,0,1,1,1,14000,3,0,0,5595,1
1092,269558,0,1,1,1,10000,1,0,0,5472,1
1097,258422,0,4,1,1,48708,17,0,0,5657,0
1122,247743,0,4,1,1,51296,20,500,1,5087,0
1123,295008,0,5,1,1,136704,27,0,0,5028,1
1175,210040,0,5,1,1,77333,39,0,0,5517,0
1222,207021,0,1,1,1,3600,4,100,1,5412,0
1228,241918,0,4,1,1,40945,13,0,0,5379,0
1308,184701,0,4,1,1,45629,13,500,1,4989,0
1327,286101,1000,5,1,1,72965,31,3000,11,4666,1
1328,205219,0,4,1,1,30347,19,0,0,4792,0
1330,218191,0,3,1,1,24630,17,0,0,5240,0
1352,189235,0,3,1,1,20487,20,0,0,5282,0
1360,228529,0,2,1,1,24687,14,500,1,4924,1
1377,195754,0,5,1,1,98535,40,2550,9,5202,1
1408,210350,0,5,1,1,56754,14,0,0,5302,0
1415,221432,0,4,1,1,31975,21,0,0,5275,0
1453,193547,0,1,1,1,3544,12,0,0,5153,0
1467,190208,0,4,1,1,37122,38,1800,6,5091,0
1473,315273,0,1,1,1,12584,9,4084,4,5079,1
1491,190429,6168,1,1,1,27500,11,1500,3,4974,1
1494,208804,0,5,1,1,56204,31,500,1,4429,1
1503,240904,2288,4,1,1,63385,22,350,1,5045,1
1504,266776,0,1,1,1,8370,30,6520,28,5042,1
1571,220267,0,1,1,1,8500,4,0,0,4716,1
1589,200963,0,1,1,1,6164,4,150,1,4782,0
1603,194074,1448,1,1,1,12500,6,0,0,4701,1
1605,265532,0,1,1,1,4652,13,0,0,4849,0
1608,183370,0,1,1,1,30988,14,12988,9,4848,1
1620,278437,0,4,1,1,50888,26,0,0,4744,0
1633,233057,0,5,1,1,102840,11,0,0,4791,0
1634,196079,0,5,1,1,56890,21,0,0,4791,0
1635,276607,0,1,1,1,11430,14,6430,11,4791,1
1638,194949,0,1,1,1,10121,13,4621,10,4930,1
1640,307260,783,4,1,1,40533,24,250,1,4791,1
1671,239576,0,3,1,1,13301,12,0,0,4849,1
1678,197673,0,4,1,1,48932,15,0,0,4775,1
1680,213539,0,1,1,1,2750,15,0,0,4751,0
1682,207395,0,4,1,1,55903,17,500,1,4761,1
1684,259582,0,1,1,1,3833,21,1762,9,4638,0
1685,288379,0,1,1,1,15942,8,1442,5,4741,1
1714,192108,1000,1,1,1,10200,3,200,2,4656,1
1719,297127,0,3,1,1,27415,16,0,0,4631,1
1723,188703,0,5,1,1,62973,53,500,1,4625,0
1737,184805,0,4,1,1,52755,22,0,0,4726,1
1744,199418,1000,3,1,1,25590,39,3199,9,4548,1
1749,253349,0,5,1,1,68947,18,1000,2,4545,1
1797,245731,0,4,1,1,34322,35,0,0,4385,0
1838,219174,0,1,1,1,4500,5,2000,4,4265,0
1877,197973,0,5,1,1,72345,14,1029,2,4155,1
1889,264685,0,5,1,1,57505,16,0,0,4112,0
1893,226941,1000,4,1,1,44771,17,0,0,4099,0
1912,225665,0,1,1,1,4288,15,500,1,4048,0
1927,283670,0,4,1,1,39260,39,200,1,3972,0
1928,189054,0,1,1,1,17900,25,7400,23,3985,1
1951,197239,0,4,1,1,53412,25,250,2,3914,1
1965,194906,0,3,1,1,23780,14,200,1,3880,0
1977,223670,0,1,1,1,32709,13,2227,4,4230,1
2018,268097,0,3,1,1,26933,25,0,0,4105,0
2038,216498,0,4,1,1,43083,24,2500,5,4440,0
2041,186892,0,5,1,1,63444,13,500,1,3732,0
2054,233656,0,4,1,1,41941,14,500,1,4266,0
2114,193818,0,3,1,1,16327,13,0,0,3768,1
2148,240007,0,4,1,1,46771,14,0,0,4048,0
2149,245021,0,3,1,1,13639,15,180,1,3984,0
2152,192889,0,1,1,1,10500,5,0,0,4096,0
2153,227776,0,4,1,1,47286,19,2276,5,3980,0
2162,252741,0,4,1,1,29296,19,635,3,4189,0
2166,187462,0,1,1,1,10500,5,500,4,3953,0
2168,196967,0,3,1,1,38490,37,9550,20,4008,1
2170,184301,0,1,1,1,6454,13,3954,12,4010,0
2179,189784,0,4,1,1,35464,18,2197,4,4190,1
2185,245045,0,1,1,1,25039,16,500,1,4173,0
2189,268314,0,4,1,1,29968,14,500,1,3869,0
2193,194875,0,1,1,1,7550,6,1050,3,3831,1
2194,206155,0,4,1,1,28447,17,0,0,3848,0
2232,292023,0,1,1,1,14125,12,3250,7,3683,1
2248,222312,0,4,1,1,29039,17,0,0,3721,0
2270,235312,0,5,1,1,56685,16,0,0,3476,0
2306,252520,0,4,1,1,43392,17,500,1,3818,0
2322,196922,0,4,1,1,40170,18,0,0,3755,0
2323,196175,0,4,1,1,33886,13,0,0,3775,0
2336,188184,0,4,1,1,32170,13,0,0,3707,1
2396,212029,0,4,1,1,43162,19,0,0,3518,0
2422,233449,0,3,1,1,21274,18,0,0,3419,1
2430,201259,0,4,1,1,40755,34,0,0,3398,1
2432,190674,4704,5,1,1,104159,33,4754,15,3396,1
2441,208825,0,4,1,1,42007,23,0,0,3369,0
2480,199273,0,5,1,1,58457,14,0,0,3217,0
2491,307149,2562,4,1,1,58008,19,650,2,3173,1
2492,200089,4727,5,1,1,75019,21,300,2,3166,0
2511,192246,0,1,1,1,3170,5,500,1,3083,1
2519,215155,0,5,1,1,57130,15,0,0,3069,0
2531,241165,0,1,1,1,1700,3,200,2,3000,1
2550,210491,0,4,1,1,48287,18,0,0,2958,0
2552,191583,0,3,1,1,25675,18,0,0,2950,1
2606,215946,0,1,1,1,2125,10,0,0,2740,0
2610,211773,0,3,1,1,23256,30,0,0,2675,0
2627,273442,0,4,1,1,54625,35,2850,7,2676,0
2641,235422,0,2,1,1,30208,14,0,0,2629,1
2667,194576,0,4,1,1,41315,16,550,1,2539,1
2693,282784,3508,1,1,1,19314,17,3100,7,2460,1
2717,207311,0,1,1,1,31000,37,12000,24,2395,1
2744,211355,0,2,1,1,11238,12,0,0,2294,1
2746,278258,0,1,1,1,1000,1,0,0,2298,0
2773,229576,0,1,1,1,9030,19,9000,18,2217,1
2776,259529,0,1,1,1,700,3,200,2,2210,1
2782,282971,0,1,1,1,5780,16,300,3,2192,1
2797,187999,0,4,1,1,52429,49,4550,24,2184,1
2802,182228,0,4,1,1,41048,12,0,0,2139,0
2814,202168,0,3,1,1,12463,18,0,0,2098,1
2861,232194,0,4,1,1,46165,17,0,0,1978,0
2901,248738,0,1,1,1,500,1,0,0,1888,0
2960,310226,0,4,1,1,61894,28,1700,9,2900,1
2976,242018,0,1,1,1,3050,3,550,2,3218,1
3005,183303,4361,1,1,1,11500,3,500,1,3281,1
3059,264735,0,2,1,1,6980,17,0,0,2894,1
3082,188759,0,1,1,1,3082,3,0,0,2817,0
3092,206287,1761,2,1,1,11294,20,150,1,2819,1
3120,214674,0,1,1,1,25688,23,2500,5,2607,1
3159,298505,0,5,1,1,130647,32,600,2,2483,1
3187,194816,0,1,1,1,20822,25,6647,12,2424,1
3197,188883,0,1,1,1,5500,3,0,0,2613,1
3257,287033,0,1,1,1,26161,58,12873,53,2272,1
3270,242062,0,1,1,1,5125,18,0,0,2150,0
3283,194111,0,1,1,1,12350,30,2750,15,1777,1
3338,298927,0,5,1,1,69449,27,150,3,2047,0
3345,224852,0,1,1,1,7750,32,750,3,2102,0
3440,238446,1082,4,1,1,37766,28,1550,11,890,1
3513,189077,3867,4,1,1,54353,27,100,1,542,0
3524,177785,0,5,1,1,77203,15,0,0,1251,1
3777,221543,0,1,1,1,10300,5,200,3,3554,1
3779,203353,0,1,1,1,14000,13,4000,8,3557,1
3862,204693,0,1,1,1,5159,5,0,0,1672,0
3878,190730,0,5,1,1,78916,28,2450,9,1648,1
