ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
472,1113394,2015,5,1,1,60883,26,2600,9,8228,1
477,743745,2066,1,1,1,4100,20,2500,18,8228,1
481,171509,0,3,1,1,40090,55,6381,23,8151,1
485,80223,0,3,1,1,21248,26,2050,7,8121,1
487,1125076,0,3,1,1,23046,14,0,0,8107,0
489,97099,0,1,1,1,6325,21,1700,5,8085,0
494,1199220,2919,1,1,1,3800,19,3300,18,8023,1
498,10879,0,5,1,1,78186,32,3400,12,7981,1
506,207545,0,1,1,1,11137,34,4387,12,8105,1
516,889456,1024,5,1,1,98959,29,850,4,6652,1
517,9800,589,1,1,1,10348,34,3000,25,6651,1
525,3305,0,1,1,1,31465,24,1700,10,6633,1
536,413509,0,1,1,1,2500,1,0,0,6598,1
537,98472,1776,5,1,1,124421,45,10250,28,6621,1
540,267404,0,5,1,1,263685,51,3000,6,6584,1
555,256219,0,3,1,1,29823,33,6568,16,6561,1
602,54011,1604,3,1,1,38380,20,5780,4,6487,1
619,179042,0,1,1,1,25078,50,3350,15,6456,1
631,62080,2975,2,1,1,19113,32,10650,28,6434,1
638,747983,0,4,1,1,26117,15,50,1,6427,1
639,415070,588,5,1,1,153183,41,3802,20,6423,1
667,323459,0,1,1,1,12000,8,1500,3,6378,1
671,109532,0,5,1,1,128048,53,7939,26,6372,1
693,369816,1745,4,1,1,46942,35,7266,17,6340,1
707,529477,0,2,1,1,31624,28,2098,5,6311,1
712,340874,0,5,1,1,68090,43,5676,27,6305,1
716,30530,0,1,1,1,5590,12,2950,9,6298,1
718,238749,0,1,1,1,7134,14,3134,12,6297,1
728,60976,0,5,1,1,97318,31,7000,14,6282,1
782,117852,2376,1,1,1,11406,21,3850,13,6186,1
833,765738,0,5,1,1,62133,14,0,0,6112,1
840,54522,0,3,1,1,21221,45,2500,5,6125,0
850,119932,0,3,1,1,22463,26,5177,11,6077,1
862,70774,0,3,1,1,32635,31,1400,14,5931,1
871,131621,0,2,1,1,27846,31,6047,11,6045,1
879,206648,0,1,1,1,5132,16,2450,11,6030,1
899,444159,0,1,1,1,0,0,0,0,5993,0
925,210496,0,1,1,1,9022,24,4900,19,5953,1
969,13375,4301,4,1,1,15732,43,9200,28,5916,1
977,2843,0,4,1,1,44130,35,7450,20,5869,1
986,38964,0,3,1,1,35166,26,3200,8,5553,1
987,20498,0,1,1,1,7826,20,7226,18,5491,0
1025,96827,1094,1,1,1,12100,19,8100,17,5801,0
1033,66015,0,2,1,1,26706,30,2676,7,5790,1
1043,77930,0,4,1,1,37541,35,3600,18,5773,1
1072,42040,1000,1,1,1,14189,17,4034,13,5717,1
1075,354641,0,5,1,1,77694,29,3600,9,5710,1
1096,427357,0,2,1,1,6027,12,0,0,5587,1
1127,739476,0,1,1,1,24215,8,322,1,5678,1
1134,27591,0,1,1,1,8209,34,1800,16,5659,0
1138,375927,0,2,1,1,18202,30,1100,3,5652,1
1158,7383,0,1,1,1,7225,11,2750,7,5238,1
1160,66950,0,1,1,1,17303,20,2000,8,5464,1
1162,71128,2919,1,1,1,17950,17,4450,11,5162,1
1199,123646,0,1,1,1,12450,30,2450,29,5069,1
1200,837979,0,1,1,1,18372,15,1450,4,5373,1
1219,135149,0,1,1,1,15300,19,3800,17,5267,1
1232,378759,0,1,1,1,28904,9,2303,4,5408,1
1249,146086,0,1,1,1,6950,17,6950,17,5345,0
1253,99405,0,1,1,1,14150,11,2150,9,5400,1
1258,95207,0,3,1,1,30652,30,2348,8,5531,1
1275,11494,0,1,1,1,8425,15,4700,11,5487,1
1305,36290,0,1,1,1,8600,13,2600,9,5111,1
1311,115591,867,1,1,1,9500,20,2500,16,4967,1
1315,43403,1846,1,1,1,3350,12,3350,12,3930,1
1327,286101,1000,5,1,1,72965,31,3000,11,4666,1
1418,108950,0,1,1,1,3300,9,3300,9,5259,1
1431,34584,0,1,1,1,6962,21,1500,7,5202,1
1442,472241,500,1,1,1,3600,12,3500,11,5045,1
1447,120152,0,1,1,1,6250,27,3750,26,4497,1
1460,53360,0,1,1,1,7251,5,6251,4,5120,1
1473,315273,0,1,1,1,12584,9,4084,4,5079,1
1504,266776,0,1,1,1,8370,30,6520,28,5042,1
1515,119180,1467,1,1,1,9275,20,1300,6,4657,1
1520,391222,0,3,1,1,27471,20,1600,7,4905,1
1535,126484,0,1,1,1,5942,13,3192,11,4758,1
1544,57857,1099,1,1,1,62650,37,12400,29,4996,1
1562,333346,2139,4,1,1,52013,31,4309,12,4469,1
1608,183370,0,1,1,1,30988,14,12988,9,4848,1
1610,22529,0,1,1,1,5115,20,3400,16,4865,0
1614,61405,250,2,1,1,32316,20,1350,8,4828,1
1635,276607,0,1,1,1,11430,14,6430,11,4791,1
1638,194949,0,1,1,1,10121,13,4621,10,4930,1
1655,136104,0,4,1,1,68988,51,2069,8,4916,1
1672,642756,0,4,1,1,37889,15,1000,2,4841,0
1684,259582,0,1,1,1,3833,21,1762,9,4638,0
1685,288379,0,1,1,1,15942,8,1442,5,4741,1
1692,51304,1362,1,1,1,11611,40,10075,36,4708,1
1732,11527,0,3,1,1,16874,27,3880,6,4583,1
1744,199418,1000,3,1,1,25590,39,3199,9,4548,1
1769,20248,0,3,1,1,18507,37,1700,5,4488,0
1848,41279,967,1,1,1,3664,4,3164,3,4233,0
1860,456509,0,1,1,1,500,1,500,1,4201,0
1863,102373,0,4,1,1,67212,33,6600,14,4190,1
1864,20426,0,1,1,1,3993,7,3493,6,4194,0
1872,22751,0,1,1,1,4500,9,4500,9,4166,0
1885,48896,0,1,1,1,4081,12,3397,10,4139,1
1898,40835,0,4,1,1,50602,39,2250,10,4090,1
1902,147596,0,1,1,1,19175,19,16675,18,4076,1
1928,189054,0,1,1,1,17900,25,7400,23,3985,1
1947,145868,0,5,1,1,61068,18,10042,4,3925,1
1948,14231,0,1,1,1,4950,24,1700,5,3917,0
1977,223670,0,1,1,1,32709,13,2227,4,4230,1
1987,73639,0,1,1,1,4709,10,2709,9,4341,0
2003,115385,0,1,1,1,5890,15,1250,7,4546,0
2004,66411,1000,4,1,1,34826,19,3001,9,4211,1
2007,8767,0,1,1,1,6589,8,3892,6,4394,0
2013,111064,0,1,1,1,12700,7,2700,6,4547,0
2021,354807,0,1,1,1,6000,12,3500,11,4597,1
2032,53232,888,4,1,1,80696,65,22100,45,3831,1
2066,379744,2081,1,1,1,19191,17,1850,11,4608,1
2075,42342,0,1,1,1,11408,23,11408,23,4331,0
2130,145233,0,1,1,1,9366,5,4866,3,2626,1
2147,124430,0,2,1,1,15523,17,1200,8,4054,1
2157,394999,0,1,1,1,4150,5,150,3,3599,0
2168,196967,0,3,1,1,38490,37,9550,20,4008,1
2170,184301,0,1,1,1,6454,13,3954,12,4010,0
2196,161579,0,1,1,1,7688,21,5688,20,3811,0
2216,77965,0,4,1,1,41126,33,2683,7,3120,1
2232,292023,0,1,1,1,14125,12,3250,7,3683,1
2235,109103,2370,1,1,1,19600,27,7600,24,3739,1
2236,101057,0,1,1,1,13650,11,2150,9,3600,1
2243,25788,0,1,1,1,4650,13,4650,13,3687,1
2268,65904,0,4,1,1,47224,35,5350,18,3655,1
2302,35203,0,1,1,1,1800,16,1800,16,3832,0
2307,85496,0,1,1,1,2799,7,2711,6,3820,0
2393,92843,0,1,1,1,27650,29,9150,26,3530,1
2397,48806,0,1,1,1,12600,10,2500,8,3502,1
2420,24100,0,3,1,1,26674,23,2300,7,3421,1
2432,190674,4704,5,1,1,104159,33,4754,15,3396,1
2467,16859,0,4,1,1,64109,45,4822,9,3266,1
2468,42236,0,1,1,1,8639,10,8389,9,3259,0
2488,65784,0,1,1,1,10953,50,0,0,3169,1
2541,147090,0,4,1,1,35511,31,1800,16,2927,1
2560,103615,0,1,1,1,13668,15,1300,11,2896,1
2583,518960,0,1,1,1,15700,8,200,1,2819,1
2627,273442,0,4,1,1,54625,35,2850,7,2676,0
2640,51353,0,1,1,1,8114,16,2004,10,2637,1
2676,644881,2600,1,1,1,14350,28,10850,26,2511,1
2692,25681,1526,1,1,1,14941,20,2963,16,2468,1
2696,66681,0,1,1,1,4478,16,3504,12,2465,0
2717,207311,0,1,1,1,31000,37,12000,24,2395,1
2720,171637,0,1,1,1,4300,8,2800,7,2364,0
2731,405499,1000,4,1,1,72318,46,9729,29,2329,1
2754,109441,0,1,1,1,6500,10,4000,8,2237,1
2769,95759,0,1,1,1,9198,12,6195,8,2231,0
2773,229576,0,1,1,1,9030,19,9000,18,2217,1
2786,124681,0,1,1,1,23392,39,2287,5,2173,1
2797,187999,0,4,1,1,52429,49,4550,24,2184,1
2811,126680,0,1,1,1,18248,39,4723,31,2108,1
2824,87633,0,4,1,1,69237,37,4050,9,2068,1
2844,180481,1249,3,1,1,18315,25,3100,7,2019,0
2858,36146,0,1,1,1,4091,10,3091,9,1975,1
2862,8557,0,1,1,1,200622,5,622,3,1955,1
2867,174286,0,1,1,1,11850,18,2100,5,1950,1
2910,78317,0,3,1,1,34282,35,2537,11,1859,1
2925,2900,0,1,1,1,2900,29,2900,29,1804,0
2969,79903,0,1,1,1,6600,13,3300,9,3162,0
2998,84126,0,1,1,1,5858,11,4358,10,3159,0
3045,24563,0,1,1,1,5718,8,4218,5,1776,0
3053,36459,0,1,1,1,7573,17,5473,15,2885,1
3062,449205,1121,1,1,1,4750,9,3250,8,3071,1
3069,103888,0,1,1,1,4379,3,4379,3,2238,0
3078,103586,0,1,1,1,4000,7,3900,6,2726,0
3104,54637,0,1,1,1,21181,27,4673,21,2927,1
3106,25485,0,1,1,1,9655,10,2800,8,2798,1
3115,26101,0,1,1,1,3900,15,3900,15,2222,0
3118,175501,1000,3,1,1,34318,36,7974,19,2691,0
3120,214674,0,1,1,1,25688,23,2500,5,2607,1
3126,115161,0,1,1,1,9050,18,3050,15,2417,0
3127,58382,0,1,1,1,11327,32,4800,23,2480,1
3130,17219,0,1,1,1,6167,10,3757,6,2627,1
3155,38061,0,3,1,1,34227,18,3600,8,2649,1
3157,54942,0,1,1,1,4200,10,4200,10,2610,0
3168,89237,0,4,1,2,37668,18,0,0,2533,0
3182,57432,0,2,1,1,13422,19,5100,12,2546,1
3187,194816,0,1,1,1,20822,25,6647,12,2424,1
3194,73601,0,2,1,1,12902,36,2000,4,2624,0
3204,26650,0,1,1,1,4652,11,4652,11,1958,0
3207,67070,0,4,1,1,34600,27,2100,10,2416,1
3252,70927,0,1,1,1,12011,12,1567,8,2096,1
3257,287033,0,1,1,1,26161,58,12873,53,2272,1
3272,51680,0,4,1,1,54926,65,3088,8,2112,1
3278,32156,0,2,1,1,23928,29,2150,12,2257,1
3283,194111,0,1,1,1,12350,30,2750,15,1777,1
3305,110839,0,1,1,1,17550,24,7550,23,2272,1
3306,65633,0,1,1,1,3100,10,2000,8,1791,0
3375,29291,0,4,1,1,31357,32,1950,6,1391,1
3385,73501,0,3,1,1,21014,26,3694,8,1720,0
3389,61841,0,1,1,1,48700,49,0,0,1659,1
3417,62492,0,1,1,1,3725,11,2600,9,1536,0
3422,54039,0,1,1,1,5250,22,1250,10,1709,1
3440,238446,1082,4,1,1,37766,28,1550,11,890,1
3452,133351,0,5,1,1,84215,43,7000,22,1529,1
3461,76660,0,3,1,1,38807,24,3341,1,1193,0
3473,4057,0,1,1,1,23050,11,2550,7,1135,1
3486,119214,0,1,1,1,19633,23,15533,17,1041,1
3493,10100,0,1,1,1,4400,12,2900,9,1032,0
3503,93191,0,1,1,1,10463,17,3100,7,1539,0
3508,12134,899,4,1,1,57676,25,3064,9,974,1
3606,160114,500,1,1,1,71954,86,30817,53,1373,1
3617,27619,0,4,1,1,83726,68,14050,46,1325,1
3619,37478,0,1,1,1,5409,4,5409,4,429,0
3669,76210,0,4,1,1,37937,29,1110,8,798,1
3707,57346,0,1,1,1,7946,6,5446,5,492,0
3763,25054,0,3,1,1,32592,17,3409,6,486,1
3774,55472,0,3,1,1,17848,18,3763,3,3566,1
3779,203353,0,1,1,1,14000,13,4000,8,3557,1
3781,23352,0,1,1,1,3600,8,3600,8,1459,0
3795,822321,0,5,1,1,138334,26,600,2,3288,1
3805,8009,0,1,1,1,8102,12,2850,6,3279,1
3829,122488,0,1,1,1,2800,17,1300,16,1718,1
3847,5500,0,1,1,1,5500,11,5500,11,1690,0
3855,64131,1452,1,1,1,7676,15,4620,11,1681,1
3867,7500,0,1,1,1,2950,8,2850,7,1668,0
3869,97510,1678,5,1,1,71609,51,7650,26,1665,1
3927,11974,0,1,1,1,4025,12,2400,6,1565,1
3930,126490,0,1,1,1,8808,15,5183,12,1566,0
3934,55922,2273,1,1,1,8104,19,4104,16,1552,0
3940,130748,0,4,1,1,65510,37,6349,7,1545,0
3957,76595,0,1,1,1,10577,2,9577,1,1515,0
3973,59650,0,1,1,1,5050,16,3950,13,1476,0
3990,26504,0,2,1,1,10599,29,1000,7,1445,0
